backend,benchmark,problem,candidate_id,generation,strategy,g_A,g_P,g_T,code_file_path,canonical_sha256,canonical_chars,embedding_norm,qwen_pc0,qwen_pc1,qwen_pc2,qwen_pc3
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,8e49f26e-bcba-4591-bcfa-15270ce78bb6,3,C-F,0.195918367347,-0.447661469933,-0.134146341463,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample3_C-F/code.sv,f4b8ea2c4409a09dec725eea910dfa2ea492558e73d5e0f8b857b22f8318425c,1191,0.999376595,-0.074922577,0.186907455,-0.090178430,0.411249667
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,d65c5618-f567-46da-a79a-ad073e17c052,3,M-E,0.0979591836735,-0.269487750557,0.0609756097561,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample4_M-E/code.sv,a2bd32f528ffc3c1d8887ecd064f864432900651066db6561a558d5db8410201,2347,0.999516726,-0.022706904,0.208637342,-0.123031028,0.325793028
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,e726a782-e3ac-4c26-944d-5ee0d8d9598e,3,M-E,-0.117346938776,-0.948775055679,0.40243902439,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen3/Prob015_multi_pipe_8bit_sample7_M-E/code.sv,9b5119dc4ff459d6acf25abbe9c260a867873cf18888930c926d00500a3bd53e,1336,1.000315666,-0.022545828,0.179333016,-0.088384882,0.286535978
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,deecbf24-2123-47f0-a084-6211574e07aa,4,M-R,0.301020408163,-0.180400890869,-0.256097560976,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen4/Prob015_multi_pipe_8bit_sample1_M-R/code.sv,4106fab59b6099558a4ac71d1585a13c20b66a3c99292dd663f367585e5c1348,917,1.001544833,-0.052006613,0.198818356,-0.042286366,0.375211000
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,0f28a9a0-2736-4141-a82f-5ff47533345e,4,M-E,0.339795918367,-0.714922048998,-0.0975609756098,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen4/Prob015_multi_pipe_8bit_sample2_M-E/code.sv,89fd1596b6242178425b6cbfaa2ee776223c332cbe7e8dde887453626951e6e4,1167,1.001462817,-0.244778559,0.173429534,-0.046803646,0.164345622
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,2fc4541c-4cdf-452e-86ea-461ab3d64c31,4,M-R,-0.173469387755,-0.347438752784,0.0243902439024,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen4/Prob015_multi_pipe_8bit_sample4_M-R/code.sv,7897051520ff7c2239d8ff87684eb4c266416fa97177a3b210d6f683bc10d7af,2093,1.000987172,-0.114365302,0.189097345,-0.083625600,0.287229836
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,76e5890b-6bdf-4dc7-9150-0040b48062f8,4,C-F,0.231632653061,-0.314031180401,-0.207317073171,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen4/Prob015_multi_pipe_8bit_sample6_C-F/code.sv,073e5d62a93e6fbb5983a0ea3bc3ae7415baaeb827c1f68f7d90260ca2588392,1410,1.000153422,-0.069746070,0.111873537,-0.102454841,0.368880630
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,af1946e5-6477-4938-8837-aa9f91b485d0,4,C-F,0.301020408163,-0.180400890869,-0.256097560976,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen4/Prob015_multi_pipe_8bit_sample7_C-F/code.sv,c1f0f681a6b42d27701502883f91919f7e5fac087a0dc234df0f9e398b709730,824,1.003575683,-0.075887427,0.180453226,-0.059507355,0.310742289
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,d77d0daf-9181-41cd-87ee-01a9c4439244,4,C-F,0.231632653061,-0.314031180401,-0.207317073171,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen4/Prob015_multi_pipe_8bit_sample8_C-F/code.sv,60f1e4210a89e711c07964ee74445d80aa2abbe59ad07ec5c2dd2fc627dec37d,1014,1.001539588,-0.059353255,0.168729484,-0.108690508,0.403450191
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,e8630af6-5cdc-4fb4-a294-00528c8cde7c,5,M-R,0.288775510204,-0.213808463252,-0.134146341463,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen5/Prob015_multi_pipe_8bit_sample2_M-R/code.sv,54fbea79b629fe05a6c92891cb4b00710f3cb6a01e869b339e64148ba97d5af0,1148,0.998660445,-0.022912661,0.158962429,-0.075099766,0.347400367
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,40bac0aa-ba6f-4c1f-b077-3132d453e369,5,M-I,0.224489795918,-0.369710467706,0.0487804878049,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen5/Prob015_multi_pipe_8bit_sample5_M-I/code.sv,2628ac3a17e96ad16a9c4cac51195f44e4c6e0b48e4b5e38c3213afea93f9e7a,1468,1.001089811,-0.023793381,0.183340371,-0.068310417,0.343228281
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,fbc87b93-b222-434d-a4e4-2fed8d35a934,5,M-R,0.209183673469,-0.369710467706,-0.256097560976,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen5/Prob015_multi_pipe_8bit_sample6_M-R/code.sv,57c2a540b455fcf7543605afb91d54635409baf77b73f76f4d948585fbc818bc,877,1.001635551,-0.068110175,0.181295156,-0.075234585,0.342366129
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,65a387a6-ecbe-4d74-a0d9-71e0fa2e4af1,5,M-I,0.351020408163,-0.781737193764,0.280487804878,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen5/Prob015_multi_pipe_8bit_sample7_M-I/code.sv,ee116a97ca9ae49aded327c4278602e2826d4713a17c00878943d2c9958ce481,1149,0.999921858,-0.269239932,0.153757900,-0.043345790,0.183584213
classic_revolution_8x5,RTLLM,Prob015_multi_pipe_8bit,7013c4fe-1691-480f-879b-9e8df9a00fb1,5,C-F,0.261224489796,-0.146993318486,-0.158536585366,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob015_multi_pipe_8bit/Gen5/Prob015_multi_pipe_8bit_sample8_C-F/code.sv,33b44b176c3eb37ad736d5f5ce0741001bd5d13550c3d9d2191225334c76e19c,1368,1.001911640,-0.048630111,0.169362798,-0.097869195,0.405190557
classic_revolution_8x5,RTLLM,Prob024_fsm,977fa12f-4bc7-4dd6-878d-eb473dc7fc75,1,M-S,0.0652173913043,0.407194244604,-210000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample1_M-S/code.sv,532bca5ba2c5671c461050fa1aeee5dc4c3640a7cfbd33c0b8bee95b36f1264c,763,0.998071909,-0.197569698,0.245645747,0.036717292,-0.192101225
classic_revolution_8x5,RTLLM,Prob024_fsm,c5fa9230-5ba2-4ebd-867b-05d1aa67fcdf,1,M-F,0.0652173913043,0.407194244604,-210000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample2_M-F/code.sv,5bb359b9caed8384af6405f86de85fb02f229a10ab0d94ea80a902cd385154c0,1015,1.001988292,-0.243545383,0.267373055,0.091834493,-0.175649926
classic_revolution_8x5,RTLLM,Prob024_fsm,fe4bc3ce-0097-404c-b733-4d63d4698a3d,1,M-I,0.260869565217,-0.204316546763,-260000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample4_M-I/code.sv,8f12bc999449e0a884385c92b1523457c0797b0ece76cdfff8d7c92ac5283ad7,825,1.001483440,-0.228469312,0.251455516,0.075512186,-0.175196081
classic_revolution_8x5,RTLLM,Prob024_fsm,70ef141f-5730-4220-afe7-ca88e5f06cef,1,M-I,0.369565217391,0.289208633094,-250000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen1/Prob024_fsm_sample7_M-I/code.sv,36ec6da2dbb0169e6a86aa8dcd9cf9efca6fe575dd6567d39a3020348f0dd3e5,819,0.999412239,-0.223803520,0.238364667,0.075478241,-0.195792228
classic_revolution_8x5,RTLLM,Prob024_fsm,46b1be03-269f-420f-951c-ae169bf7196b,2,M-S,0.217391304348,0.463309352518,-180000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample1_M-S/code.sv,8a578586f792b8c50e6f08b0a719180fa62c0929392f5fb09071079b5223555e,767,1.000249624,-0.228220701,0.239444911,0.038869664,-0.178700626
classic_revolution_8x5,RTLLM,Prob024_fsm,2a19a8f0-6a61-44d0-aa52-6d16e1887b1b,2,M-F,0.217391304348,0.463309352518,-180000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample3_M-F/code.sv,3a5757c539902e07bf17b29fd80dac11fb086d5825c78ed94067652936eb0bc9,952,0.998115122,-0.260536700,0.235861942,0.091514744,-0.178075045
classic_revolution_8x5,RTLLM,Prob024_fsm,7e833287-fbce-453c-8ac5-03a57d5966d2,2,M-S,0.0652173913043,0.407194244604,-210000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen2/Prob024_fsm_sample7_M-S/code.sv,983cedfa10901e5d7c8f83174924751b6741e818d9baf1c7092f6541e4eaf9d9,767,1.001932383,-0.208304495,0.251643091,0.067418717,-0.186818838
classic_revolution_8x5,RTLLM,Prob024_fsm,a071620a-ee7d-48e3-979e-b801d6370383,3,M-I,0.0652173913043,0.407194244604,-210000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample1_M-I/code.sv,dca527080cf6fbcb0d0e1464457978b048ef14e8245f66d952b0cfc7924e9b56,788,0.999515355,-0.195333555,0.260419607,0.068304174,-0.177684382
classic_revolution_8x5,RTLLM,Prob024_fsm,9d843184-9af2-45d8-85f5-23aff89efedd,3,M-R,0.0652173913043,0.407194244604,-210000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen3/Prob024_fsm_sample8_M-R/code.sv,98891275d8e7f3fbaf0a0a41e4330a0b3d8829a67945282cb21e78ea8f470762,998,1.002208948,-0.259306014,0.245570660,0.088974595,-0.193969026
classic_revolution_8x5,RTLLM,Prob024_fsm,e7abb82b-5bb7-4611-9815-7772f24b38a9,4,M-S,0.217391304348,0.463309352518,-180000000000,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob024_fsm/Gen4/Prob024_fsm_sample5_M-S/code.sv,8cb9dcca82b5fb062af129659d16587c13f3a6d4bd1397bdeb1b540feb933e7b,767,0.999568284,-0.220836699,0.242439881,0.048815552,-0.184733391
classic_revolution_8x5,RTLLM,Prob041_traffic_light,228810c1-5c79-49cc-aa8f-53ffe894be5b,0,initial,0.0352941176471,0.225308641975,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen0/Prob041_traffic_light_sample8_initial/code.sv,de66866256b76e2e6ccbcf8015f2ecdfe8c5c4c229085e60b486e1cb17ac91e7,1571,0.999110818,-0.344693065,0.182143092,0.074384853,0.001687932
classic_revolution_8x5,RTLLM,Prob041_traffic_light,0486e42c-ad6d-49a1-bd3f-f2ebb4f3376a,1,M-I,0.176470588235,0.990925925926,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen1/Prob041_traffic_light_sample4_M-I/code.sv,8b269dca395ff0b1c20b2d1f9f3a52d0986519650377cb67d54413fc0962c00c,1180,1.000065804,-0.388748735,0.172038227,0.054437809,0.010358760
classic_revolution_8x5,RTLLM,Prob041_traffic_light,a767d2b8-4a02-4a5d-8333-4aeb36f1b697,2,M-I,0.158823529412,-0.0123456790123,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample3_M-I/code.sv,44e211a195f23e57d93a533e1cab044697423107faf9a4c9c850f89a2fdd6469,1289,0.998357415,-0.352432668,0.198084071,0.016363718,-0.110327430
classic_revolution_8x5,RTLLM,Prob041_traffic_light,09cfa0cf-9977-4b9a-aaee-c2e4a2bf267b,2,M-R,0.129411764706,0.237654320988,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample5_M-R/code.sv,cb9259b96a84710b73e1a3eefbb7a65bb0187f111105b562fce832d4ed6d0aec,1545,1.002261996,-0.297218680,0.077294357,-0.014420159,0.028924830
classic_revolution_8x5,RTLLM,Prob041_traffic_light,ae802e04-53ba-4a4c-9fdc-5c716dbb03de,2,M-I,0.329411764706,0.708333333333,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen2/Prob041_traffic_light_sample7_M-I/code.sv,50cb4beb6a1adc2a3279c017df708c9f5431ff620527b42c9506dd1082807a9d,1254,1.000077844,-0.359412372,0.103622273,-0.079434529,-0.030535478
classic_revolution_8x5,RTLLM,Prob041_traffic_light,0dd1d0fd-f5d2-4139-819d-419588927249,3,M-F,0.194117647059,0.314814814815,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample2_M-F/code.sv,b5081d869821e56f720bc9fe4785dc52bcf79020d942683f1319c4476cdaf6ac,1473,1.000663280,-0.334711641,0.039193481,-0.053985704,-0.075057745
classic_revolution_8x5,RTLLM,Prob041_traffic_light,4206fe76-1007-42d8-a5c7-d421464b9493,3,M-S,0.129411764706,0.237654320988,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample4_M-S/code.sv,32a50d0145be1f5a9c8bdc1be973c60a36a3825e48bd5796c029cadd602e8e9f,1393,1.001746893,-0.324700385,0.073016025,-0.006601217,0.042262293
classic_revolution_8x5,RTLLM,Prob041_traffic_light,c6c15e4f-86f5-46d8-83d0-f78e0b0ec30c,3,C-F,0.270588235294,0.992037037037,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample5_C-F/code.sv,9b80638279dd0b33fffa6f99cedafdbb5a62b4ec15017419d400deaeb518b931,1272,0.998944521,-0.350336164,0.140352562,-0.070700422,-0.050467294
classic_revolution_8x5,RTLLM,Prob041_traffic_light,5719cc59-8e5c-4c2b-9600-a67f7482198f,3,M-S,0.270588235294,0.992037037037,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample6_M-S/code.sv,513eeb3574ca2d93c489d8c0ee9826d4491ca461199050ba4fe276d7784a3997,1284,1.001820207,-0.357004136,0.113298990,-0.054682247,-0.063543342
classic_revolution_8x5,RTLLM,Prob041_traffic_light,da17e224-18dc-46a8-a371-92dd296c970e,3,M-S,0.270588235294,0.992037037037,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample7_M-S/code.sv,362280eed50e0b8983f0a12fc4da647c0224367e23701d898d746edd743a7901,1327,0.999475658,-0.354853094,0.124168620,-0.002099920,-0.064744793
classic_revolution_8x5,RTLLM,Prob041_traffic_light,0d15d2ec-26be-4495-8aab-9d47630044fe,3,M-S,0.270588235294,0.992037037037,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen3/Prob041_traffic_light_sample8_M-S/code.sv,7f2b974814c753d53dbc34214a058f01f95cd131f7f51546e7b04bf4b912d438,1266,0.998584986,-0.323286921,0.092632018,-0.059507720,-0.081548668
classic_revolution_8x5,RTLLM,Prob041_traffic_light,3a11f182-04a9-46a7-96ca-4cdbb9ae8214,4,C-F,0.270588235294,0.992037037037,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen4/Prob041_traffic_light_sample1_C-F/code.sv,4da9b8982c9753030735ca108cdc610e3ffccb7a5edecd2aa5a7d931622f64c1,1327,1.001746893,-0.359333336,0.134716675,-0.011025992,-0.086549386
classic_revolution_8x5,RTLLM,Prob041_traffic_light,60e318ba-33d7-4719-a1c1-56dc58add15c,4,M-I,0.329411764706,0.708333333333,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen4/Prob041_traffic_light_sample2_M-I/code.sv,3b32ad7eb4ed342f906fb4d57004fb0c84ee07e64b8589fe408cc49264c7cd53,1251,1.000349879,-0.315395236,0.125639305,-0.079351261,-0.072049774
classic_revolution_8x5,RTLLM,Prob041_traffic_light,890f3588-0c49-4301-bff7-27fb33232122,4,M-E,0.111764705882,0.16975308642,0,/workspace/exp/useful_bd_push/prelim_encoder_config_screen_20260625_134902_UTC/live/classic_revolution_8x5/seed_1001/openai_gpt-oss-120b/RTLLM/Prob041_traffic_light/Gen4/Prob041_traffic_light_sample4_M-E/code.sv,ca70af8d259c36a7781dfa1d9d91e2c03612000bb70ac4098d9e06de81bfed90,1378,0.999566257,-0.337750793,0.094836444,-0.006346065,-0.008449350
